PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Soltani, A; Bajestani, AV				Soltani, Ali; Bajestani, Amirhossein Vahidi			Linear Quadratic Gaussian Control for a Liquid-Carrying Quadrotor	IRANIAN JOURNAL OF SCIENCE AND TECHNOLOGY-TRANSACTIONS OF ELECTRICAL ENGINEERING			English	Article						Quadrotor; Liquid sloshing; Suppressing; LQG control		A quadrotor with a liquid tank may be used in various tasks such as spraying pesticides and firefighting. Therefore, motion of the quadrotor should be controlled such that liquid sloshing is suppressed. To tackle this issue, a LQG controller is proposed in this paper. The LQG controller is based on a linear equivalent mechanical model for liquid sloshing which is presented in this study. The proposed controller uses position and attitude feedback of quadrotor to estimate and control the liquid states. This is different than other controllers presented in the literature where they consider liquid sloshing as an external disturbance. LQG controller is simulated using system's nonlinear equations and compared to a PID controller. The results depicted a 20% improvement in trajectory tracking performance for LQG controller while using 11% less energy than its PID counterpart. Also the LQG control scheme was able to compensate for a constant external disturbance whereas the PID controller was not able to stabilize the system while the constant disturbance is present.	[Soltani, Ali] Univ Southampton, Elect & Comp Sci Sch, Fac Engn & Phys Sci, Cyber Phys Syst Res Grp, Southampton, Hants, England; [Bajestani, Amirhossein Vahidi] Sahand Univ Technol, Fac Mech Engn, Tabriz, Iran	University of Southampton; Sahand University of Technology	Soltani, A (corresponding author), Univ Southampton, Elect & Comp Sci Sch, Fac Engn & Phys Sci, Cyber Phys Syst Res Grp, Southampton, Hants, England.	ali.soltani@soton.ac.uk	Soltani, Ali/JUV-0142-2023	Soltani, Ali/0000-0003-4279-0891					0	0	0	1	1	SPRINGER INT PUBL AG	CHAM	GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND	2228-6179	2364-1827		IJST-T ELECTR ENG	Iran. J. Sci. Technol.-Trans. Electr. Eng.	MAR	2024	48	1					395	408		10.1007/s40998-023-00657-y	http://dx.doi.org/10.1007/s40998-023-00657-y			14	Engineering, Electrical & Electronic	Science Citation Index Expanded (SCI-EXPANDED)	Engineering	JE8M3		hybrid			2024-03-26	WOS:001171579100003
J	Kumar, N; Somani, B				Kumar, Nitesh; Somani, Bhaskar			Monopolar Transurethral Enucleoresection of Prostate: Feasibility of Modified Nesbit's Enucleoresection with Apical Release	JOURNAL OF CLINICAL MEDICINE			English	Article						BPH; TURP; TUERP; MIST; prostate; laser	HOLMIUM LASER ENUCLEATION; MEDIUM-TERM; RESECTION; HYPERPLASIA; MANAGEMENT; MORCELLATION; OUTCOMES; LARGER	Background: Transurethral resection of the prostate (TURP) has been the standard surgical treatment for Benign Hyperplasia of the Prostate (BPH) for decades. Our objective was to evaluate the outcome of our new technique: Monopolar Transurethral Enucleoresection of the Prostate (TUERP) with apical release (bring it all to centre). Methods: A prospective study of all cases undergoing TUERP at a tertiary centre from January 2020 to October 2022 was performed. Patient demographics, intraoperative variables and postoperative results along with follow-up data were collected. Data of all the cases who had completed a one-year follow-up post-surgery were included and analysed. Results: A total of 240 patients with complete data including a one-year follow-up were included. Mean prostatic volume was 55.3 +/- 11.6 gm, and 28 (11.67%) cases were >100 gm. The mean operative time was 31.7 +/- 7.6, and mean haemoglobin drop at 24 h was 0.73 +/- 1.21 gm/dL. The overall complication rate was 16.67%, with only two (0.83%) Clavien-Dindo III complications (haematuria and clots needing evacuation) and the other complications being Clavien-Dindo I/II complications. Sustained improvement at 1 year of follow-up was noted: Qmax: 25.2 +/- 5.6 mL/s, IPSS: 4.7 +/- 2.5 and PVR: 22.5 +/- 9.6 mL. Conclusions: Monopolar TUERP with a modified Nesbit's enucleoresection with apical release can be considered a promising technique, which needs further studies to be validated with appropriate comparisons.	[Kumar, Nitesh] Ford Hosp & Res Ctr, Patna 800027, India; [Somani, Bhaskar] Univ Hosp Southampton NHS Fdn Trust, Southampton SO16 6YD, England	University of Southampton; University Hospital Southampton NHS Foundation Trust	Somani, B (corresponding author), Univ Hosp Southampton NHS Fdn Trust, Southampton SO16 6YD, England.	niteshkal@gmail.com; bhaskarsomani@yahoo.com		Somani, Bhaskar/0000-0002-6248-6478					33	0	0	0	0	MDPI	BASEL	ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND		2077-0383		J CLIN MED	J. Clin. Med.	MAR	2024	13	5							1455	10.3390/jcm13051455	http://dx.doi.org/10.3390/jcm13051455			11	Medicine, General & Internal	Science Citation Index Expanded (SCI-EXPANDED)	General & Internal Medicine	KX0F5		gold			2024-03-26	WOS:001183137000001
J	Bhatnagar, D; Nedbal, C; Somani, BK				Bhatnagar, Daksh; Nedbal, Carlotta; Somani, Bhaskar Kumar			Is ureteroscopy and active stone treatment safe and effective in octogenarians? A review of current literature	ARAB JOURNAL OF UROLOGY			English	Review; Early Access						Ureteroscopy; kidney calculi; elderly; old; outcomes; urolithiasis	TRENDS; UROLITHIASIS; LITHOTRIPSY; PREVALENCE; YOUNG	BackgroundWith the aging of our patient population, and the increasing incidence of kidney stone disease in the elderly, active stone treatment is becoming more common. In this review of current literature, we aim to assess safety and efficacy of ureteroscopy (URS) as primary treatment for urolithiasis in the octogenarians.Materials and methodsA scoping review of literature according to the PRISMA guidelines was performed, using the relevant search terms. Original articles were screened and included. A narrative review of the studies is provided, with emphasis on outcomes of URS in the elderly.Results10 studies were included in the analysis. URS performed in the elderly population showed a good safety and efficacy, with stone-free rates (SFR) comparable to the general population. URS specific complication rates seems to be comparable to the other age groups, with postoperative events mostly related to anaesthesia and pre-existing medical conditions. The overall complication rate was still low, with a slightly prolonged hospital stay. Predictors for SFR were age, severe comorbidities and stone burden.ConclusionURS for stone treatment in the elderly population is safe and effective, with comparable surgical outcomes to that of the general population. As comorbidities play an important role in the fitness for surgery and overall survival, risks and benefit of active stone treatment should be carefully balanced in this group.	[Bhatnagar, Daksh] Univ Hosp Southampton NHS Fdn Trust, Dept Med, Southampton, England; [Nedbal, Carlotta; Somani, Bhaskar Kumar] Univ Hosp Southampton NHS Fdn Trust, Dept Urol, Southampton, England; [Somani, Bhaskar Kumar] Univ Hosp Southampton NHS Trust, Dept Urol, Tremona Rd, Southampton SO16 6YD, England	University of Southampton; University Hospital Southampton NHS Foundation Trust; University of Southampton; University Hospital Southampton NHS Foundation Trust	Somani, BK (corresponding author), Univ Hosp Southampton NHS Trust, Dept Urol, Tremona Rd, Southampton SO16 6YD, England.	bhaskarsomani@yahoo.com							30	0	0	0	0	TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND	2090-598X	2090-5998		ARAB J UROL	Arab J. Urol.	2024 FEB 19	2024										10.1080/20905998.2024.2320028	http://dx.doi.org/10.1080/20905998.2024.2320028		FEB 2024	8	Urology & Nephrology	Emerging Sources Citation Index (ESCI)	Urology & Nephrology	II4F2					2024-03-26	WOS:001165677100001
J	Beaven, R; White, J; Woodman, N; Rees-White, T; Smethurst, J; Stringfellow, A; Powrie, W; Kanen, T				Beaven, Richard; White, Jim; Woodman, Nick; Rees-White, Tristan; Smethurst, Joel; Stringfellow, Anne; Powrie, William; Kanen, Twan			Causes of High Internal Pore Pressure in a Downward-Draining MSW Landfill	JOURNAL OF GEOTECHNICAL AND GEOENVIRONMENTAL ENGINEERING			English	Article							MUNICIPAL SOLID-WASTE; HYDRAULIC CONDUCTIVITY; MOISTURE; DEGRADATION; LEACHATE; MODEL; DATABASE	A two-phase liquid/gas flow numerical model has been used to investigate the presence of elevated pore water pressures in a 20-m-deep municipal solid wastes (MSW) landfill underlain by a fully drained leachate collection layer. Monitoring of leachate levels in the landfill using piezometers located at different discrete levels found water table type conditions to within 10 m of the surface and established a downward hydraulic gradient at an infiltration rate of similar to 400 mm/year. Short-duration falling-head piezometer tests indicated landfill hydraulic conductivities (Kh) between 1x10-4 and 1x10-5 m/s, with a general reduction in K with depth. Several different hypotheses to explain the high pore water pressures in the landfill were investigated using a one-dimensional configuration of the landfill degradation and transport model LDAT. It was assumed that the unsaturated properties of the landfilled wastes can be bounded by two sets of van Genuchten parameters. Comparing the values of Kv required to create a match between observed and modeled leachate heads with the measured Kh values at the site led to a tentative conclusion that landfill-scale anisotropy could be as high as similar to 1 : 1,000. The introduction of a distributed landfill gas (LFG) source term into LDAT at a rate of 0.61 mLFG3 tw-1 year-1, similar to the gassing rate at the site, increased the adopted saturated permeability relationship in LDAT by a factor of between similar to 3 and similar to 7.5 compared with a no-gassing scenario. Introducing even moderate gas generation rates (5.6 mLFG3 tw-1 year-1) into models simulating low infiltration rates of 50 mm/year can result in a significant depth of waste where pore water pressures are more than 1 kPa (10-cm water head). This results in apparent below-water-table type conditions because water will enter piezometers installed into such wastes, even though the gassing reduces the degree of saturation to below one.	[Beaven, Richard; White, Jim; Woodman, Nick; Rees-White, Tristan; Smethurst, Joel; Stringfellow, Anne] Univ Southampton, Fac Engn & Phys Sci, Southampton SO17 1BJ, England; [Powrie, William] Univ Southampton, Fac Engn & Phys Sci, Geotech Engn, Southampton SO17 1BJ, England; [Kanen, Twan] Attero BV, Business Off Minerals, Maasbrachterweg 3,Montfort Li Postbus 40047, NL-7300 AX Apeldoorn, Netherlands	University of Southampton; University of Southampton	Beaven, R (corresponding author), Univ Southampton, Fac Engn & Phys Sci, Southampton SO17 1BJ, England.	r.p.beaven@soton.ac.uk		Smethurst, Joel/0000-0001-8175-985X	EPSRC (Engineering and Physical Sciences Research Council) [EP/R04242X/1]	EPSRC (Engineering and Physical Sciences Research Council)(UK Research & Innovation (UKRI)Engineering & Physical Sciences Research Council (EPSRC))	This research was funded by EPSRC (Engineering and Physical Sciences Research Council) Grant No. EP/R04242X/1. An example of a model output file arising from this paper is openly available from the University of Southampton repository at https://doi.org/10.5258/SOTON/D2599.		44	0	0	1	1	ASCE-AMER SOC CIVIL ENGINEERS	RESTON	1801 ALEXANDER BELL DR, RESTON, VA 20191-4400 USA	1090-0241	1943-5606		J GEOTECH GEOENVIRON	J. Geotech. Geoenviron. Eng.	MAR 1	2024	150	3							04023143	10.1061/JGGEFK.GTENG-11520	http://dx.doi.org/10.1061/JGGEFK.GTENG-11520			14	Engineering, Geological; Geosciences, Multidisciplinary	Science Citation Index Expanded (SCI-EXPANDED)	Engineering; Geology	FD4N9					2024-03-26	WOS:001143810700010
J	Yule, L; Harris, N; Hill, M; Zaghari, B				Yule, Lawrence; Harris, Nicholas; Hill, Martyn; Zaghari, Bahareh			Y Temperature Monitoring of Through-Thickness Temperature Gradients in Thermal Barrier Coatings Using Ultrasonic Guided Waves	JOURNAL OF NONDESTRUCTIVE EVALUATION			English	Article						Ultrasonic guided waves; Thermal barrier coatings; Temperature monitoring; Nozzle guide vanes	MECHANICAL-PROPERTIES; YOUNGS MODULUS; DEFORMATION; POROSITY; HARDNESS; TBCS	Ultrasonic guided waves offer a promising method of monitoring the online temperature of plate-like structures in extreme environments, such as aero-engine nozzle guide vanes (NGVs), and can provide the resolution, response rate, and robust operation that is required in aerospace. Previous investigations have shown the potential of such a system but the effect of the complex physical environment on wave propagation is yet to be considered. This article uses a numerical approach to investigate how thermal barrier coatings (TBCs) applied to the surface of many components designed for extreme thermal conditions will affect ultrasonic guided wave propagation, and how a system can be employed to monitor through-thickness temperature changes. The top coat/bond coat boundary in NGVs has been shown to be a temperature critical point that is difficult to monitor with traditional temperature sensors, which highlights the potential of ultrasonic guided waves. Differences in application method and layer thickness are considered, and analysis of through-thickness displacement profiles and dispersion curves are used to predict signal response and determine the most suitable mode of operation. Heat transfer simulations (COMSOL) have been used to predict temperature gradients within a TBC, and dispersion curves have been produced from the temperature dependant material properties. Time dependant simulations of wave propagation are in good agreement with dispersion curve predictions of wave velocity for the two lowest order modes in three thicknesses of TBC top coat (100, 250, and 500 mu m\documentclass[12pt]{minimal}\usepackage{amsmath}\usepackage{wasysym}\usepackage{amsfonts}\usepackage{amssymb}\usepackage{amsbsy}\usepackage{mathrsfs}\usepackage{upgreek}\setlength{\oddsidemargin}{-69pt}\begin{document}$$\upmu \hbox {m}$$\end{document}). When wave velocity measurements from the simulations are compared to dispersion curves generated at isotropic temperatures, the corresponding temperature represents the average temperature of a gradient system well. Such a measurement system could, in principle, be used in conjunction with surface temperature measurement systems to monitor through-thickness temperature changes.	[Yule, Lawrence; Harris, Nicholas; Hill, Martyn] Univ Southampton, Elect & Comp Sci, Southampton SO17 1BJ, Hants, England; [Zaghari, Bahareh] Cranfield Univ, Ctr Prop & Thermal Power Engn, Coll Rd, Cranfield MK43 0AL, Beds, England	University of Southampton; Cranfield University	Yule, L (corresponding author), Univ Southampton, Elect & Comp Sci, Southampton SO17 1BJ, Hants, England.	l.m.yule@Soton.ac.uk; nrh@ecs.soton.ac.uk; m.hill@soton.ac.uk; bahareh.zaghari@cranfield.ac.uk		Yule, Lawrence/0000-0002-0324-6642	Lloyds Register Foundation International Consortium of Nanotechnology	Lloyds Register Foundation International Consortium of Nanotechnology	The authors acknowledge the use of the IRIDIS High Performance Computing Facility and associated support services at the University of Southampton in the completion of this work.		52	0	0	4	4	SPRINGER/PLENUM PUBLISHERS	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0195-9298	1573-4862		J NONDESTRUCT EVAL	J. Nondestruct. Eval.	MAR	2024	43	1							22	10.1007/s10921-023-01038-5	http://dx.doi.org/10.1007/s10921-023-01038-5			14	Materials Science, Characterization & Testing	Science Citation Index Expanded (SCI-EXPANDED)	Materials Science	FS8B6		hybrid			2024-03-26	WOS:001147925300003
J	Filingeri, D; Blount, H; Ward, J				Filingeri, Davide; Blount, Hannah; Ward, Jade			Thermal physiology is a (wo)man&apos;s world!	JOURNAL OF PHYSIOLOGY-LONDON			English	Article						body temperature regulation; hormones; thermal behaviours; women			[Filingeri, Davide; Blount, Hannah; Ward, Jade] Univ Southampton, Sch Hlth Sci, THERMOSENSELAB, Skin Sensing Res Grp, Southampton, England	University of Southampton	Filingeri, D (corresponding author), Univ Southampton, Sch Hlth Sci, THERMOSENSELAB, Skin Sensing Res Grp, Southampton, England.	d.filingeri@soton.ac.uk		Blount, Hannah/0000-0002-2419-1716; Ward, Jade/0000-0003-2304-1342					5	0	0	0	0	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	0022-3751	1469-7793		J PHYSIOL-LONDON	J. Physiol.-London	MAR	2024	602	5					769	770		10.1113/JP286333	http://dx.doi.org/10.1113/JP286333		FEB 2024	2	Neurosciences; Physiology	Science Citation Index Expanded (SCI-EXPANDED)	Neurosciences & Neurology; Physiology	KO6P2	38421340	hybrid			2024-03-26	WOS:001178119000001
J	Gittins, F				Gittins, Fabian			Gravitational waves from neutron-star mountains	CLASSICAL AND QUANTUM GRAVITY			English	Review						neutron stars; gravitational waves; mountains	MAGNETICALLY CONFINED MOUNTAINS; PRECESSING RIGID BODIES; EQUATION-OF-STATE; X-RAY PULSAR; THERMAL MOUNTAINS; SPIN EQUILIBRIUM; SCORPIUS X-1; RADIATION; STABILITY; EMISSION	Rotating neutron stars that support long-lived, non-axisymmetric deformations known as mountains have long been considered potential sources of gravitational radiation. However, the amplitude from such a source is very weak and current gravitational-wave interferometers have yet to witness such a signal. The lack of detections has provided upper limits on the size of the involved deformations, which are continually being constrained. With expected improvements in detector sensitivities and analysis techniques, there is good reason to anticipate an observation in the future. This review concerns the current state of the theory of neutron-star mountains. These exotic objects host the extreme regimes of modern physics, which are related to how they sustain mountains. We summarise various mechanisms that may give rise to asymmetries, including crustal strains built up during the evolutionary history of the neutron star, the magnetic field distorting the star's shape and accretion episodes gradually constructing a mountain. Moving beyond the simple rotating model, we also discuss how precession affects the dynamics and modifies the gravitational-wave signal. We describe the prospects for detection and the challenges moving forward.	[Gittins, Fabian] Univ Southampton, Math Sci, Southampton SO17 1BJ, Hants, England; [Gittins, Fabian] Univ Southampton, STAG Res Ctr, Southampton SO17 1BJ, Hants, England	University of Southampton; University of Southampton	Gittins, F (corresponding author), Univ Southampton, Math Sci, Southampton SO17 1BJ, Hants, England.; Gittins, F (corresponding author), Univ Southampton, STAG Res Ctr, Southampton SO17 1BJ, Hants, England.	f.w.r.gittins@soton.ac.uk		Gittins, Fabian/0000-0002-9439-7701	Science and Technology Facilities Councilhttp://dx.doi.org/10.13039/501100000271 [ST/V000551/1]; STFC	Science and Technology Facilities Councilhttp://dx.doi.org/10.13039/501100000271; STFC(UK Research & Innovation (UKRI)Science & Technology Facilities Council (STFC))	The author acknowledges support from STFC via Grant Number ST/V000551/1. The author is grateful for useful discussions and comments from N Andersson and T J Hutchins.		224	0	0	47	47	IOP Publishing Ltd	BRISTOL	TEMPLE CIRCUS, TEMPLE WAY, BRISTOL BS1 6BE, ENGLAND	0264-9381	1361-6382		CLASSICAL QUANT GRAV	Class. Quantum Gravity	FEB 15	2024	41	4							043001	10.1088/1361-6382/ad1c35	http://dx.doi.org/10.1088/1361-6382/ad1c35			36	Astronomy & Astrophysics; Quantum Science & Technology; Physics, Multidisciplinary; Physics, Particles & Fields	Science Citation Index Expanded (SCI-EXPANDED)	Astronomy & Astrophysics; Physics	FP3E3		hybrid, Green Submitted			2024-03-26	WOS:001147001200001
J	Gokkaya, B; Karafili, E; Aniello, L; Halak, B				Gokkaya, Betul; Karafili, Erisa; Aniello, Leonardo; Halak, Basel			Global supply chains security: a comparative analysis of emerging threats and traceability solutions	BENCHMARKING-AN INTERNATIONAL JOURNAL			English	Article; Early Access						Supply chain; Security; Threat modelling; Traceability; Cyberattacks	MANAGEMENT	PurposeThe purpose of this study is to increase awareness of current supply chain (SC) security-related issues by providing an extensive analysis of existing SC security solutions and their limitations. The security of SCs has received increasing attention from researchers, due to the emerging risks associated with their distributed nature. The increase in risk in SCs comes from threats that are inherently similar regardless of the type of SC, thus, requiring similar defence mechanisms. Being able to identify the types of threats will help developers to build effective defences.Design/methodology/approachIn this work, we provide an analysis of the threats, possible attacks and traceability solutions for SCs, and highlight outstanding problems. Through a comprehensive literature review (2015-2021), we analysed various SC security solutions, focussing on tracking solutions. In particular, we focus on three types of SCs: digital, food and pharmaceutical that are considered prime targets for cyberattacks. We introduce a systematic categorization of threats and discuss emerging solutions for prevention and mitigation.FindingsOur study shows that the current traceability solutions for SC systems do not offer a broadened security analysis and fail to provide extensive protection against cyberattacks. Furthermore, global SCs face common challenges, as there are still unresolved issues, especially those related to the increasing SC complexity and interconnectivity, where cyberattacks are spread across suppliers.Originality/valueThis is the first time that a systematic categorization of general threats for SC is made based on an existing threat model for hardware SC.	[Gokkaya, Betul; Karafili, Erisa; Aniello, Leonardo; Halak, Basel] Univ Southampton, Sch Elect & Comp Sci, Southampton, England	University of Southampton	Gokkaya, B (corresponding author), Univ Southampton, Sch Elect & Comp Sci, Southampton, England.	betul.gokkaya@soton.ac.uk		GOKKAYA, BETUL/0009-0009-3632-9768; Karafili, Erisa/0000-0002-8250-4389					79	0	0	0	0	EMERALD GROUP PUBLISHING LTD	Leeds	Floor 5, Northspring 21-23 Wellington Street, Leeds, W YORKSHIRE, ENGLAND	1463-5771	1758-4094		BENCHMARKING	Benchmarking	2024 MAR 4	2024										10.1108/BIJ-08-2023-0535	http://dx.doi.org/10.1108/BIJ-08-2023-0535		MAR 2024	26	Management	Emerging Sources Citation Index (ESCI)	Business & Economics	JV0B6					2024-03-26	WOS:001175808700001
J	Lane, J; Shrotri, N; Somani, BK				Lane, Jenni; Shrotri, Nitin; Somani, Bhaskar K.			Challenges and expectations of international medical graduates moving to the UK: An online survey	SCOTTISH MEDICAL JOURNAL			English	Article; Early Access						Medical graduate; GMC; complaint; NHS; mentorship; supervision; international		Introduction International medical graduates (IMGs) account for 41% of the UK doctor's workforce but often work in isolated roles, receive minimal constructive feedback regarding their work and offered limited opportunities for career progression. We conducted a survey researching the views of IMGs or doctors from ethnic minority backgrounds on the support given to them.Methods A survey was carried out on physician demographics, grade and date of first NHS appointment, familiarity and support offered in NHS, induction and study leave, Professional and Linguistic Assessments Board exams and General Medical Council (GMC) referrals. It was drafted via surveymonkey.co.uk platform and circulated via relevant closed medical groups.Results A total of 173 IMGs and 16 British trained doctors (controls) took the survey. In the IMGs first job, there was no dedicated supervisor, mentor, induction, shadowing period and study leave for 56%, 86%, 52%, 59% and 52%, respectively. Suggestions given for improvements included teaching sessions, mentors, work orientation, supernumerary period and paid induction by 80%, 78%, 76%, 61% and 41% respectively. While 59% of participants knew of another IMG referred to the GMC, the primary reasons given were lack of knowledge of NHS, bias, communication difficulties and cultural differences.Conclusion This paper reflects the views of doctors regarding the support given to IMGs during their first NHS appointment and subsequent jobs in the NHS. IMGs require a focused and detailed induction, mentorship, educational and clinical supervision throughout their transition to the NHS.	[Lane, Jenni; Somani, Bhaskar K.] Univ Hosp Southampton NHS Fdn Trust, Southampton, Hants, England; [Shrotri, Nitin] Circle Hosp, Chelsfield, Kent, England	University of Southampton; University Hospital Southampton NHS Foundation Trust	Somani, BK (corresponding author), Univ Hosp Southampton NHS Fdn Trust, Southampton, Hants, England.	bhaskarsomani@yahoo.com	hu, guangchen/KEI-6324-2024	Somani, Bhaskar/0000-0002-6248-6478					11	0	0	0	0	SAGE PUBLICATIONS LTD	LONDON	1 OLIVERS YARD, 55 CITY ROAD, LONDON EC1Y 1SP, ENGLAND	0036-9330	2045-6441		SCOT MED J	Scott. Med. J.	2024 FEB 19	2024										10.1177/00369330241229922	http://dx.doi.org/10.1177/00369330241229922		FEB 2024	6	Medicine, General & Internal	Science Citation Index Expanded (SCI-EXPANDED)	General & Internal Medicine	IZ1O1	38374650				2024-03-26	WOS:001170073700001
J	Bilson, J; Scorletti, E				Bilson, Josh; Scorletti, Eleonora			Lipid droplets in steatotic liver disease	CURRENT OPINION IN CLINICAL NUTRITION AND METABOLIC CARE			English	Review						lipid droplet; steatosis; steatotic liver disease	FATTY-ACIDS; PROGRESSION; LIPOPHAGY; FIBROSIS; FORM	Purpose of reviewThis review aims to discuss the most recent evidence exploring the role of lipid droplets in steatotic liver disease (SLD). We highlight the breadth of mechanisms by which lipid droplets may contribute to the progression of SLD with a particular focus on the role of lipid droplets as inducers of mechanical stress within hepatocytes and genetic mutations in lipid droplet associated proteins. Finally, this review provides an update on clinical trials exploring the therapeutic potential and strategies targeting lipid droplets.Recent findingsThe size, composition and location of hepatic lipid droplets strongly influence the pathological role of these organelles in SLD. Emerging studies are beginning to elucidate the importance of lipid droplet induced hepatocyte mechanical stress. Novel strategies targeting lipid droplets, including the effects of lipid droplet associated protein mutations, show promising therapeutic potential.SummaryMuch more than a histological feature, lipid droplets are complex heterogenous organelles crucial to cellular metabolism with important causative roles in the development and progression of SLD. Lipid droplet induced mechanical stress may exacerbate hepatic inflammation and fibrogenesis and potentially contribute to the development of a pro-carcinogenic hepatic environment. The integration of advancements in genetics and molecular biology in upcoming treatments aspires to transcend symptomatic alleviation and address the fundamental causes and pathological development of SLD.	[Bilson, Josh; Scorletti, Eleonora] Univ Southampton, Fac Med, Sch Human Dev & Hlth, Southampton, England; [Bilson, Josh; Scorletti, Eleonora] Univ Southampton, Natl Inst Hlth Res Southampton, Biomed Res Ctr, Southampton, England; [Bilson, Josh; Scorletti, Eleonora] Univ Hosp Southampton Natl Hlth Serv Fdn Trust, Southampton, England; [Scorletti, Eleonora] Univ Penn, Perelman Sch Med, Dept Genet, Philadelphia, PA 19104 USA	University of Southampton; University of Southampton; University of Pennsylvania	Scorletti, E (corresponding author), Univ Penn, Perelman Sch Med, Dept Genet, Philadelphia, PA 19104 USA.	Eleonora.scorletti@pennmedicine.upenn.edu		Bilson, Josh/0000-0003-4665-3886					43	1	1	3	3	LIPPINCOTT WILLIAMS & WILKINS	PHILADELPHIA	TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, PA 19103 USA	1363-1950	1473-6519		CURR OPIN CLIN NUTR	Curr. Opin. Clin. Nutr. Metab. Care	MAR	2024	27	2					91	97		10.1097/MCO.0000000000000993	http://dx.doi.org/10.1097/MCO.0000000000000993			7	Endocrinology & Metabolism; Nutrition & Dietetics	Science Citation Index Expanded (SCI-EXPANDED)	Endocrinology & Metabolism; Nutrition & Dietetics	HG4T7	38320158				2024-03-26	WOS:001158333400010
J	Gow, PC; Churchill, GM; Vitali, V; Bucio, TD; Gardes, FY; D'Souza, MP; Petropoulos, P; Gawith, CBE; Gates, JC				Gow, Paul C.; Churchill, Glenn M.; Vitali, Valerio; Bucio, Thalia Dominguez; Gardes, Frederic Y.; D'Souza, Matthew P.; Petropoulos, Periklis; Gawith, Corin B. E.; Gates, James C.			Mechanical dicing of optical quality facets and waveguides in a silicon nitride platform	ELECTRONICS LETTERS			English	Article						micromachining; optical fabrication; photonics; sawing machines; surface roughness; waveguides	ROUGHNESS	The authors report a ductile dicing process for manufacturing optical-quality facets in a multi-layered silicon nitride platform without the need for polishing. A surface roughness (Sa) of 1.5 nm was achieved. This technique was extended to fabricate ridge waveguides, and the results and characterization are reported. The authors report a ductile dicing process for manufacturing optical-quality facets in a multi-layered silicon nitride platform without the need for polishing. This technique was extended to fabricate ridge waveguides. image	[Gow, Paul C.; Churchill, Glenn M.; Vitali, Valerio; Bucio, Thalia Dominguez; Gardes, Frederic Y.; D'Souza, Matthew P.; Petropoulos, Periklis; Gawith, Corin B. E.; Gates, James C.] Univ Southampton, Optoelect Res Ctr, Southampton, England	University of Southampton	Gow, PC (corresponding author), Univ Southampton, Optoelect Res Ctr, Southampton, England.	p.gow@soton.ac.uk	; gardes, frederic/C-1619-2013; Gow, Paul/A-7512-2017	Dominguez Bucio, Thalia/0000-0002-3664-1403; gardes, frederic/0000-0003-1400-3272; Gates, James/0000-0001-8671-5987; Gow, Paul/0000-0002-3247-9082; D'Souza, Matthew/0000-0002-0165-3244	Innovate UK; Engineering and Physical Sciences Research Council [EP/M013294/1, EP/T001062/1, EP/W024772/1]; Royal Academy of Engineering Research Chair [RCSRF1718639];  [50414]	Innovate UK(UK Research & Innovation (UKRI)Innovate UK); Engineering and Physical Sciences Research Council(UK Research & Innovation (UKRI)Engineering & Physical Sciences Research Council (EPSRC)); Royal Academy of Engineering Research Chair; 	The authors would like to acknowledge the following funding sources: Innovate UK (50414); Engineering and Physical Sciences Research Council (EP/M013294/1, EP/T001062/1, EP/W024772/1); Royal Academy of Engineering Research Chair (RCSRF1718639).		11	0	0	2	2	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	0013-5194	1350-911X		ELECTRON LETT	Electron. Lett.	MAR	2024	60	5							e13138	10.1049/ell2.13138	http://dx.doi.org/10.1049/ell2.13138			3	Engineering, Electrical & Electronic	Science Citation Index Expanded (SCI-EXPANDED)	Engineering	JN6W5		gold			2024-03-26	WOS:001173896800001
