"Authors","Author full names","Author(s) ID","Title","Year","Source title","DOI","Link","Affiliations","Authors with affiliations","Funding Details","Correspondence Address","Publisher","ISSN","ISBN","CODEN","Document Type","Open Access","Source","EID"
"Li G.; Yang F.; Gao M.; Sun W.; Qu X.","Li, Guolong (57223026293); Yang, Fei (57194324783); Gao, Mangmang (57206516785); Sun, Wentao (57899520400); Qu, Xiangyu (57212454076)","57223026293; 57194324783; 57206516785; 57899520400; 57212454076","The Analysis of High-Speed Railway Seismic-induced Track Geometric Irregularity","2024","Acta Polytechnica Hungarica","10.12700/APH.21.1.2024.1.4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185104148&doi=10.12700%2fAPH.21.1.2024.1.4&partnerID=40&md5=8529f52d7e5d3d6907a04c1f77a90e30","Infrastructure Inspection Research Institute, China Academy of Railway Sciences Corporation Limited, Beijing, 100081, China; Railway Science & Technology Research & Development Center, China Academy of Railway Sciences Corporation Limited, Beijing, 100081, China; Institute of Sound and Vibration Research, University of Southampton, Southampton, SO17 1BJ, United Kingdom","Li G., Infrastructure Inspection Research Institute, China Academy of Railway Sciences Corporation Limited, Beijing, 100081, China; Yang F., Infrastructure Inspection Research Institute, China Academy of Railway Sciences Corporation Limited, Beijing, 100081, China; Gao M., Infrastructure Inspection Research Institute, China Academy of Railway Sciences Corporation Limited, Beijing, 100081, China; Sun W., Railway Science & Technology Research & Development Center, China Academy of Railway Sciences Corporation Limited, Beijing, 100081, China; Qu X., Institute of Sound and Vibration Research, University of Southampton, Southampton, SO17 1BJ, United Kingdom","China Academy of Railway Sciences Corporation Limited science foundation, (2021YJ250); China State Railway Group Corporation Limited science foundation, (P2021T013)","X. Qu; Institute of Sound and Vibration Research, University of Southampton, Southampton, SO17 1BJ, United Kingdom; email: xq2n20@soton.ac.uk","Budapest Tech Polytechnical Institution","17858860","","","Article","All Open Access; Bronze Open Access","Scopus","2-s2.0-85185104148"
"Mavrikaki E.; Realdon G.; Aivelo T.; Bajrami A.; Dilek Bakanay Ç.; Beniermann A.; Blagojević J.; Butkeviciene E.; Cavadas B.; Cossu C.; Cvetković D.; Drobniak S.M.; Özgür Durmuş Z.; Marta Dvořáková R.; Eens M.; Eret E.; Eroglu S.; Anna Gazda M.; Georgiou M.; Gostling N.J.; Gregorčič T.; Janštová V.; Jenkins T.; Kervinen A.; Korfiatis K.; Kuschmierz P.; Lendvai Á.Z.; de Lima J.; Miri F.; Nogueira T.; Panayides A.; Paolucci S.; Papadopoulou P.; Pessoa P.; Pinxten R.; Rios Rocha J.; Fernández Sánchez A.; Siani M.; Sokoli E.; Sousa B.; Stasinakis P.K.; Torkar G.; Valackiene A.; Varga M.; Vázquez Ben L.; Yarden A.; Sá-Pinto X.","Mavrikaki, Evangelia (8409486100); Realdon, Giulia (57189599143); Aivelo, Tuomas (56598053300); Bajrami, Ani (57210815060); Dilek Bakanay, Çiçek (58880080300); Beniermann, Anna (57219225722); Blagojević, Jelena (55919075800); Butkeviciene, Egle (26325351900); Cavadas, Bento (55698566200); Cossu, Costantina (58880080400); Cvetković, Dragana (35571537400); Drobniak, Szymon M. (36143938200); Özgür Durmuş, Zelal (58879923900); Marta Dvořáková, Radka (58880239200); Eens, Marcel (7006388652); Eret, Esra (36021831600); Eroglu, Seckin (58879288800); Anna Gazda, Małgorzata (58879765900); Georgiou, Martha (57217832987); Gostling, Neil J. (6505645432); Gregorčič, Tanja (57770071200); Janštová, Vanda (55949604900); Jenkins, Tania (57837815300); Kervinen, Anttoni (57204854014); Korfiatis, Konstantinos (6506548459); Kuschmierz, Paul (57219223691); Lendvai, Ádám Z. (55891553200); de Lima, Joelyn (57216838726); Miri, Fundime (58000379600); Nogueira, Teresa (7004351448); Panayides, Andreas (16646871500); Paolucci, Sylvia (58880080500); Papadopoulou, Penelope (55172412100); Pessoa, Patrícia (57219902490); Pinxten, Rianne (7003418014); Rios Rocha, Joana (58879766000); Fernández Sánchez, Andrea (58879288900); Siani, Merav (56997130100); Sokoli, Elvisa (56305358200); Sousa, Bruno (57222172187); Stasinakis, Panagiotis K. (57192083796); Torkar, Gregor (35504029300); Valackiene, Asta (35148401100); Varga, Máté (56216015900); Vázquez Ben, Lucía (57203569752); Yarden, Anat (6603662137); Sá-Pinto, Xana (57356595900)","8409486100; 57189599143; 56598053300; 57210815060; 58880080300; 57219225722; 55919075800; 26325351900; 55698566200; 58880080400; 35571537400; 36143938200; 58879923900; 58880239200; 7006388652; 36021831600; 58879288800; 58879765900; 57217832987; 6505645432; 57770071200; 55949604900; 57837815300; 57204854014; 6506548459; 57219223691; 55891553200; 57216838726; 58000379600; 7004351448; 16646871500; 58880080500; 55172412100; 57219902490; 7003418014; 58879766000; 58879288900; 56997130100; 56305358200; 57222172187; 57192083796; 35504029300; 35148401100; 56216015900; 57203569752; 6603662137; 57356595900","Evolution in European and Israeli school curricula–a comparative analysis","2024","International Journal of Science Education","10.1080/09500693.2023.2293090","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184718839&doi=10.1080%2f09500693.2023.2293090&partnerID=40&md5=3628ac3155d7d4d7a8cd7ec95e1a3125","Department of Pedagogy and Primary Education, National and Kapodistrian University of Athens, Athens, Greece; Geology Section, UNICAMearth Group, University of Camerino, Camerino, Italy; Faculty of Biological and Environmental Sciences, University of Helsinki, Helsinki, Finland; Museum of Natural Sciences ‘Sabiha Kasimati’, University of Tirana, Tirana, Albania; Faculty of Education, Department of Elementary Education, University of Istanbul Aydın, Istanbul, Turkey; Department of Biology, Humboldt-Universität zu Berlin, Berlin, Germany; Department of Genetic Research, Institute for Biological Research, Siniša Stanković” – National Institute of the Republic of Serbia, University of Belgrade, Belgrade, Serbia; Faculty of Social Sciences, Arts and Humanities, Kaunas University of Technology, Kaunas, Lithuania; CeiED–Lusófona University, Polytechnic Institute of Santarém, Santarém, Portugal; Équipe Formativa Territoriale Regione Sardegna, Ministry of Education, Sardegna, Italy; Department of Genetics and Evolution, Faculty of Biology, University of Belgrade, Belgrade, Serbia; Institute of Environmental Sciences, Jagiellonian University, Kraków, Poland; School of Biological, Environmental & Earth Sciences, University of New South Wales, Sydney, Australia; Graduate School of Science and Engineering, Hacettepe University, Ankara, Turkey; Faculty of Science, Department of Biology Education, Charles University, Prague, Czech Republic; Behavioural Ecology and Ecophysiology Group, Department of Biology, University of Antwerp, Antwerp, Belgium; Center for Advancing Teaching and Learning, Middle East Technical University, Ankara, Turkey; Department of Biological Sciences, Middle East Technical University, Ankara, Turkey; CIBIO, Centro de Investigação em Biodiversidade e Recursos Genéticos, InBIO, Universidade do Porto, Vairão, Portugal; Comparative Functional Genomics Group, Institut Pasteur, Université de Paris, Paris, France; Department of Biology, National and Kapodistrian University of Athens, Athens, Greece; Faculty of Environmental and Life Sciences, The School of Biological Sciences, Southampton, United Kingdom; Faculty of Education, Department of Biology, Chemistry and Home Economics, University of Ljubljana, Ljubljana, Slovenia; Science II, University of Geneva, Geneva, Switzerland; Faculty of Educational Sciences, Faculty of Biological and Environmental Sciences, University of Helsinki, Helsinki, Finland; Department of Education, University of Cyprus, Nicosia, Cyprus; Institute for Biology Education, Justus Liebig University Giessen, Giessen, Germany; Department of Evolutionary Zoology and Human Biology, University of Debrecen, Debrecen, Hungary; The Swiss Federal Institute of Technology (EPFL), Michigan State University, Lausanne, Switzerland; W.K. Kellogg Biological Station, Michigan State University, MI, United States; Department of Biology, University of Tirana, Tirana, Albania; INIAV–National Institute for Agrarian and Veterinary Research, Vairão, Portugal; cE3c Center for Ecology, Evolution and Environmental Change & CHANGE – Global Change and Sustainability Institute, Faculdade de Ciências, Universidade de Lisboa, Lisbon, Portugal; Laboratorio di Scienze Sperimentali, Foligno, Italy; Department of Early Childhood Education, University of Western Macedonia, Florina, Greece; University of Trás-os-Montes e Alto Douro, Vila Real, Portugal; Research Centre on Didactics and Technology in the Education of Trainers, Department of Education and Psychology, University of Aveiro, Aveiro, Portugal; Research Unit Didactica, Antwerp School of Education, Faculty of Social Sciences, University of Antwerp, Antwerp, Belgium; Department of Pedagogy & Didactics, Faculty of Educational Sciences, University of A Coruña, A Coruña, Spain; Department of Science Teaching, Weizmann Institute of Science, Rehovot, Israel; Herzog College, Alon Shvut, Israel; Faculty of Social Sciences, University of Tirana, Tirana, Albania; Alpoente–Albufeira Poente School Group, Albufeira, Portugal; Ampelokipoi Laboratory Centre for Natural Sciences (EKFE), Athens, Greece; Faculty of Public Governance and Business, Mykolas Romeris University, Vilnius, Lithuania; Department of Genetics, ELTE Eötvös Loránd University, Budapest, Hungary; Department of Education and Psychology, Research Centre in Didactics and Technology in Teacher Training (CIDTFF.UA)University of Aveiro, Aveiro, Portugal","Mavrikaki E., Department of Pedagogy and Primary Education, National and Kapodistrian University of Athens, Athens, Greece; Realdon G., Geology Section, UNICAMearth Group, University of Camerino, Camerino, Italy; Aivelo T., Faculty of Biological and Environmental Sciences, University of Helsinki, Helsinki, Finland; Bajrami A., Museum of Natural Sciences ‘Sabiha Kasimati’, University of Tirana, Tirana, Albania; Dilek Bakanay Ç., Faculty of Education, Department of Elementary Education, University of Istanbul Aydın, Istanbul, Turkey; Beniermann A., Department of Biology, Humboldt-Universität zu Berlin, Berlin, Germany; Blagojević J., Department of Genetic Research, Institute for Biological Research, Siniša Stanković” – National Institute of the Republic of Serbia, University of Belgrade, Belgrade, Serbia; Butkeviciene E., Faculty of Social Sciences, Arts and Humanities, Kaunas University of Technology, Kaunas, Lithuania; Cavadas B., CeiED–Lusófona University, Polytechnic Institute of Santarém, Santarém, Portugal; Cossu C., Équipe Formativa Territoriale Regione Sardegna, Ministry of Education, Sardegna, Italy; Cvetković D., Department of Genetics and Evolution, Faculty of Biology, University of Belgrade, Belgrade, Serbia; Drobniak S.M., Institute of Environmental Sciences, Jagiellonian University, Kraków, Poland, School of Biological, Environmental & Earth Sciences, University of New South Wales, Sydney, Australia; Özgür Durmuş Z., Graduate School of Science and Engineering, Hacettepe University, Ankara, Turkey; Marta Dvořáková R., Faculty of Science, Department of Biology Education, Charles University, Prague, Czech Republic; Eens M., Behavioural Ecology and Ecophysiology Group, Department of Biology, University of Antwerp, Antwerp, Belgium; Eret E., Center for Advancing Teaching and Learning, Middle East Technical University, Ankara, Turkey; Eroglu S., Department of Biological Sciences, Middle East Technical University, Ankara, Turkey; Anna Gazda M., CIBIO, Centro de Investigação em Biodiversidade e Recursos Genéticos, InBIO, Universidade do Porto, Vairão, Portugal, Comparative Functional Genomics Group, Institut Pasteur, Université de Paris, Paris, France; Georgiou M., Department of Biology, National and Kapodistrian University of Athens, Athens, Greece; Gostling N.J., Faculty of Environmental and Life Sciences, The School of Biological Sciences, Southampton, United Kingdom; Gregorčič T., Faculty of Education, Department of Biology, Chemistry and Home Economics, University of Ljubljana, Ljubljana, Slovenia; Janštová V., Faculty of Science, Department of Biology Education, Charles University, Prague, Czech Republic; Jenkins T., Science II, University of Geneva, Geneva, Switzerland; Kervinen A., Faculty of Educational Sciences, Faculty of Biological and Environmental Sciences, University of Helsinki, Helsinki, Finland; Korfiatis K., Department of Education, University of Cyprus, Nicosia, Cyprus; Kuschmierz P., Institute for Biology Education, Justus Liebig University Giessen, Giessen, Germany; Lendvai Á.Z., Department of Evolutionary Zoology and Human Biology, University of Debrecen, Debrecen, Hungary; de Lima J., The Swiss Federal Institute of Technology (EPFL), Michigan State University, Lausanne, Switzerland, W.K. Kellogg Biological Station, Michigan State University, MI, United States; Miri F., Department of Biology, University of Tirana, Tirana, Albania; Nogueira T., INIAV–National Institute for Agrarian and Veterinary Research, Vairão, Portugal, cE3c Center for Ecology, Evolution and Environmental Change & CHANGE – Global Change and Sustainability Institute, Faculdade de Ciências, Universidade de Lisboa, Lisbon, Portugal; Panayides A., Department of Education, University of Cyprus, Nicosia, Cyprus; Paolucci S., Laboratorio di Scienze Sperimentali, Foligno, Italy; Papadopoulou P., Department of Early Childhood Education, University of Western Macedonia, Florina, Greece; Pessoa P., University of Trás-os-Montes e Alto Douro, Vila Real, Portugal, Research Centre on Didactics and Technology in the Education of Trainers, Department of Education and Psychology, University of Aveiro, Aveiro, Portugal; Pinxten R., Research Unit Didactica, Antwerp School of Education, Faculty of Social Sciences, University of Antwerp, Antwerp, Belgium; Rios Rocha J., University of Trás-os-Montes e Alto Douro, Vila Real, Portugal, Research Centre on Didactics and Technology in the Education of Trainers, Department of Education and Psychology, University of Aveiro, Aveiro, Portugal; Fernández Sánchez A., Department of Pedagogy & Didactics, Faculty of Educational Sciences, University of A Coruña, A Coruña, Spain; Siani M., Department of Science Teaching, Weizmann Institute of Science, Rehovot, Israel, Herzog College, Alon Shvut, Israel; Sokoli E., Faculty of Social Sciences, University of Tirana, Tirana, Albania; Sousa B., Alpoente–Albufeira Poente School Group, Albufeira, Portugal; Stasinakis P.K., Ampelokipoi Laboratory Centre for Natural Sciences (EKFE), Athens, Greece; Torkar G., Faculty of Education, Department of Biology, Chemistry and Home Economics, University of Ljubljana, Ljubljana, Slovenia; Valackiene A., Faculty of Public Governance and Business, Mykolas Romeris University, Vilnius, Lithuania; Varga M., Department of Genetics, ELTE Eötvös Loránd University, Budapest, Hungary; Vázquez Ben L., Department of Pedagogy & Didactics, Faculty of Educational Sciences, University of A Coruña, A Coruña, Spain; Yarden A., Department of Science Teaching, Weizmann Institute of Science, Rehovot, Israel; Sá-Pinto X., Department of Education and Psychology, Research Centre in Didactics and Technology in Teacher Training (CIDTFF.UA)University of Aveiro, Aveiro, Portugal","","E. Mavrikaki; Evangelia Mavrikaki, Department of Pedagogy and Primary Education, National and Kapodistrian University of Athens, Athens, Marasli 4, 10676, Greece; email: emavrikaki@primedu.uoa.gr","Routledge","09500693","","","Article","","Scopus","2-s2.0-85184718839"
"Buckman T.A.; Sakyi S.A.; Yeboah-Mensah K.; Antwi M.H.; Darban I.; Owusu-Brenya L.; Yorke J.; Boateng A.O.; Senu E.; Dompreh A.; Addei A.M.; Boateng R.; Yankey O.; Tandoh S.","Buckman, Tonnies Abeku (57219668393); Sakyi, Samuel Asamoah (36176317400); Yeboah-Mensah, Kwame (56739193500); Antwi, Maxwell Hubert (57224904063); Darban, Isaac (58288065500); Owusu-Brenya, Lawrence (58856686300); Yorke, Joseph (35184523100); Boateng, Andy Opoku (57702767500); Senu, Ebenezer (57702231400); Dompreh, Albert (8963914300); Addei, Akwasi Minnah (58556462300); Boateng, Richard (57208911218); Yankey, Ortis (57214896768); Tandoh, Samuel (57211218389)","57219668393; 36176317400; 56739193500; 57224904063; 58288065500; 58856686300; 35184523100; 57702767500; 57702231400; 8963914300; 58556462300; 57208911218; 57214896768; 57211218389","Demographic, Clinical Profile of Rheumatoid Arthritis Patients and Their Association with Disease Severity in Ghana","2024","International Journal of Rheumatology","10.1155/2024/6639079","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183716943&doi=10.1155%2f2024%2f6639079&partnerID=40&md5=2ebf059a67da6f65a4edb9de489443b5","Department of Medical Laboratory Science, KAAF University College, Buduburam-Gomoa East District, Ghana; Department of Molecular Medicine, School of Medicine and Dentistry, Kwame Nkrumah University of Science and Technology, Kumasi, Ghana; Department of Medicine, Komfo Anokye Teaching Hospital, Kumasi, Ghana; Department of Medical Laboratory Sciences, Koforidua Technical University, Koforidua, Ghana; Department of Surgery, School of Medicine and Dentistry, Kwame Nkrumah University of Science and Technology, Kumasi, Ghana; Department of Microbiology, Komfo Anokye Teaching Hospital, Kumasi, Ghana; Department of Biological Sciences, Kwame Nkrumah University of Science and Technology, Kumasi, Ghana; School of Geography and Environmental Science, University of Southampton, Southampton, United Kingdom; University Clinic, University of Education, Winneba, Ghana","Buckman T.A., Department of Medical Laboratory Science, KAAF University College, Buduburam-Gomoa East District, Ghana, Department of Molecular Medicine, School of Medicine and Dentistry, Kwame Nkrumah University of Science and Technology, Kumasi, Ghana; Sakyi S.A., Department of Molecular Medicine, School of Medicine and Dentistry, Kwame Nkrumah University of Science and Technology, Kumasi, Ghana; Yeboah-Mensah K., Department of Medicine, Komfo Anokye Teaching Hospital, Kumasi, Ghana; Antwi M.H., Department of Medical Laboratory Sciences, Koforidua Technical University, Koforidua, Ghana; Darban I., Department of Medical Laboratory Sciences, Koforidua Technical University, Koforidua, Ghana; Owusu-Brenya L., Department of Molecular Medicine, School of Medicine and Dentistry, Kwame Nkrumah University of Science and Technology, Kumasi, Ghana; Yorke J., Department of Surgery, School of Medicine and Dentistry, Kwame Nkrumah University of Science and Technology, Kumasi, Ghana; Boateng A.O., Department of Molecular Medicine, School of Medicine and Dentistry, Kwame Nkrumah University of Science and Technology, Kumasi, Ghana; Senu E., Department of Molecular Medicine, School of Medicine and Dentistry, Kwame Nkrumah University of Science and Technology, Kumasi, Ghana; Dompreh A., Department of Microbiology, Komfo Anokye Teaching Hospital, Kumasi, Ghana; Addei A.M., Department of Biological Sciences, Kwame Nkrumah University of Science and Technology, Kumasi, Ghana; Boateng R., Department of Microbiology, Komfo Anokye Teaching Hospital, Kumasi, Ghana; Yankey O., School of Geography and Environmental Science, University of Southampton, Southampton, United Kingdom; Tandoh S., University Clinic, University of Education, Winneba, Ghana","","T.A. Buckman; Department of Medical Laboratory Science, KAAF University College, Buduburam-Gomoa East District, Ghana; email: tonniesb@yahoo.com","Hindawi Limited","16879260","","","Article","All Open Access; Gold Open Access","Scopus","2-s2.0-85183716943"
"Underwood G.; Powell J.","Underwood, Gary (57117439500); Powell, John (57117023300)","57117439500; 57117023300","BRIDGING THE EMPATHY GAP: IMPROVING DESIGN EMPATHY ACROSS CULTURAL BARRIERS","2023","Proceedings of the 25th International Conference on Engineering and Product Design Education: Responsible Innovation for Global Co-Habitation, E and PDE 2023","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185703456&partnerID=40&md5=aada5b0fec1c1f789040819147ef5643","University of Southampton, United Kingdom; Royal National Lifeboat Institute, Poole, United Kingdom","Underwood G., University of Southampton, United Kingdom; Powell J., Royal National Lifeboat Institute, Poole, United Kingdom","","","The Design Society","","978-191225419-4","","Conference paper","","Scopus","2-s2.0-85185703456"
"Stones H.","Stones, Hannah (57204954203)","57204954203","Not Just an Inconvenience A Defence of the Regulatory Value of Liability Rules for Remote-controlled and Autonomous Ships","2023","Journal of Ocean Technology","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184224029&partnerID=40&md5=f6bca2f531f0855e0dd326a439b672b7","Southampton Law School, University of Southampton, United Kingdom","Stones H., Southampton Law School, University of Southampton, United Kingdom","Leverhulme Trust; University of Southampton","","Centre for Applied Ocean Technology, Marine Institute","17183200","","","Article","","Scopus","2-s2.0-85184224029"
"Sylvan K.","Sylvan, Kurt (56182456900)","56182456900","On the Autonomy of (Some) Knowledge","2023","Analysis (United Kingdom)","10.1093/analys/anad083","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184483255&doi=10.1093%2fanalys%2fanad083&partnerID=40&md5=6e87564b626dd2e6fa81894840c9ada7","The University of Southampton, United Kingdom","Sylvan K., The University of Southampton, United Kingdom","","K. Sylvan; The University of Southampton, United Kingdom; email: k.l.sylvan@soton.ac.uk","Oxford University Press","00032638","","","Article","","Scopus","2-s2.0-85184483255"
"Sun Z.; Chuah J.H.; Chai G.M.T.","Sun, Ziqi (58882323900); Chuah, Joong Huang (50161306600); Chai, Grace Mei Ting (55549683200)","58882323900; 50161306600; 55549683200","Eye State Recognition Using InceptionV3 and VGG16","2023","2023 International Conference on Artificial Intelligence, Blockchain, Cloud Computing, and Data Analytics, ICoABCD 2023","10.1109/ICoABCD59879.2023.10390904","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184812964&doi=10.1109%2fICoABCD59879.2023.10390904&partnerID=40&md5=66ff6a7d9ddd4b81671bc7a5b43863d3","University of Southampton, School of Electronics and Computer Science, Southampton, United Kingdom; University of Malaya, Faculty of Engineering, Department of Electrical Engineering, Kuala Lumpur, Malaysia; University of Southampton Malaysia, Faculty of Electrical Engineering and Physical Sciences, Johor Bahru, Malaysia","Sun Z., University of Southampton, School of Electronics and Computer Science, Southampton, United Kingdom; Chuah J.H., University of Malaya, Faculty of Engineering, Department of Electrical Engineering, Kuala Lumpur, Malaysia; Chai G.M.T., University of Southampton Malaysia, Faculty of Electrical Engineering and Physical Sciences, Johor Bahru, Malaysia","","Z. Sun; University of Southampton, School of Electronics and Computer Science, Southampton, United Kingdom; email: zs3g22@soton.ac.uk","Institute of Electrical and Electronics Engineers Inc.","","979-835033134-9","","Conference paper","","Scopus","2-s2.0-85184812964"
"Fatonah S.; Prasetyo Z.K.; Utami A.D.; Chasanah U.; Lusiana L.; Siregar V.V.","Fatonah, S. (57930148400); Prasetyo, Z.K. (57190379913); Utami, A.D. (57193167875); Chasanah, U. (57190368002); Lusiana, L. (58859879300); Siregar, V.V. (58860651400)","57930148400; 57190379913; 57193167875; 57190368002; 58859879300; 58860651400","SCIENTIFIC ATTITUDE AND ITS EFFECT ON STUDENTS’ PRODUCTIVITY","2023","Jurnal Pendidikan IPA Indonesia","10.15294/jpii.v12i4.47727","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183932242&doi=10.15294%2fjpii.v12i4.47727&partnerID=40&md5=b06903839eb6133115a03de02708f123","Universitas Islam Negeri Sunan Kalijaga (UIN), Yogyakarta, Indonesia; Universitas Negeri Yogyakarta, Indonesia; Postgraduate Doctoral Student, University of Southampton, United Kingdom","Fatonah S., Universitas Islam Negeri Sunan Kalijaga (UIN), Yogyakarta, Indonesia; Prasetyo Z.K., Universitas Negeri Yogyakarta, Indonesia; Utami A.D., Universitas Islam Negeri Sunan Kalijaga (UIN), Yogyakarta, Indonesia, Postgraduate Doctoral Student, University of Southampton, United Kingdom; Chasanah U., Universitas Islam Negeri Sunan Kalijaga (UIN), Yogyakarta, Indonesia; Lusiana L., Universitas Islam Negeri Sunan Kalijaga (UIN), Yogyakarta, Indonesia; Siregar V.V., Universitas Islam Negeri Sunan Kalijaga (UIN), Yogyakarta, Indonesia","","S. Fatonah; Universitas Islam Negeri Sunan Kalijaga (UIN), Yogyakarta, Indonesia; email: siti.fatonah1@uin-suka.ac.id","Universitas Negeri Semarang","23391286","","","Article","","Scopus","2-s2.0-85183932242"
"Dizaj E.A.; Salami M.R.; Kashani M.M.","Dizaj, Ebrahim Afsar (56067967000); Salami, Mohammad Reza (56065966200); Kashani, Mohammad Mehdi (55500446200)","56067967000; 56065966200; 55500446200","Seismic fragility analysis of nonuniformly corroded irregular RC bridges","2023","Life-Cycle of Structures and Infrastructure Systems - Proceedings of the 8th International Symposium on Life-Cycle Civil Engineering, IALCCE 2023","10.1201/9781003323020-411","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186659663&doi=10.1201%2f9781003323020-411&partnerID=40&md5=21d43b477cad80cf167adf20a43227e0","Department of Civil Engineering, Azarbaijan Shahid Madani University, Tabriz, Iran; School of Engineering and the Built Environment, Birmingham City University, United Kingdom; Faculty of Engineering and Physical Sciences, University of Southampton, Southampton, United Kingdom","Dizaj E.A., Department of Civil Engineering, Azarbaijan Shahid Madani University, Tabriz, Iran; Salami M.R., School of Engineering and the Built Environment, Birmingham City University, United Kingdom; Kashani M.M., Faculty of Engineering and Physical Sciences, University of Southampton, Southampton, United Kingdom","","","CRC Press/Balkema","","978-100332302-0","","Conference paper","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85186659663"
"Lurcock D.E.J.; Toward M.G.R.; Thompson D.J.","Lurcock, D.E.J. (55329477200); Toward, M.G.R. (34868707500); Thompson, D.J. (55461883000)","55329477200; 34868707500; 55461883000","OBTAINING INPUT TERMS FOR RAILWAY NOISE FOR USE IN STRATEGIC NOISE MODELS","2023","Proceedings of the Institute of Acoustics","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184960769&partnerID=40&md5=09600d4a76d6eea44648cc6b1ab02938","ISVR Consulting, University of Southampton, United Kingdom; ISVR, University of Southampton, United Kingdom","Lurcock D.E.J., ISVR Consulting, University of Southampton, United Kingdom; Toward M.G.R., ISVR Consulting, University of Southampton, United Kingdom; Thompson D.J., ISVR, University of Southampton, United Kingdom","","","Institute of Acoustics","14786095","978-190691346-5","","Conference paper","","Scopus","2-s2.0-85184960769"
"Du W.; Wang B.","Du, Wanying (58890671700); Wang, Boyan (58891353000)","58890671700; 58891353000","Examining Financial Risk Contagion and Shock Response via Complex Network Analysis of Correlation and Causality in the Sports Industry","2023","Revista de Psicologia del Deporte","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185336674&partnerID=40&md5=b1ccbb9484d725aba23bbf633ba235ac","Southampton Business School, University of Southampton, Southampton, SO17 1BJ, United Kingdom","Du W., Southampton Business School, University of Southampton, Southampton, SO17 1BJ, United Kingdom; Wang B., Southampton Business School, University of Southampton, Southampton, SO17 1BJ, United Kingdom","","W. Du; Southampton Business School, University of Southampton, Southampton, SO17 1BJ, United Kingdom; email: wyd2n21@163.com","Sociedad Revista de Psicologia del Deporte","1132239X","","","Article","","Scopus","2-s2.0-85185336674"
"Aminulai H.O.; Ferguson N.S.; Kashani M.M.","Aminulai, H.O. (58128316400); Ferguson, N.S. (7103246345); Kashani, M.M. (55500446200)","58128316400; 7103246345; 55500446200","Structural response of corroded concrete columns with different rebar confinements under cyclic compressive loading","2023","Life-Cycle of Structures and Infrastructure Systems - Proceedings of the 8th International Symposium on Life-Cycle Civil Engineering, IALCCE 2023","10.1201/9781003323020-408","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186711569&doi=10.1201%2f9781003323020-408&partnerID=40&md5=e2088a18b4d2c4d34fa5ccfc6694fdc1","University of Southampton, Southampton, United Kingdom","Aminulai H.O., University of Southampton, Southampton, United Kingdom; Ferguson N.S., University of Southampton, Southampton, United Kingdom; Kashani M.M., University of Southampton, Southampton, United Kingdom","","","CRC Press/Balkema","","978-100332302-0","","Conference paper","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85186711569"
